"DNR_GRID_ID","Season","Resolution","TRUE_SPECIES","CROWD_SPECIES","Agreement_Species","TRUE_COUNT","ModeCrowdNAnimals.x","ModeCrowdNAnimals_Low","ModeCrowdNAnimals_High","Agreement_Total_CountTRUE","Agreement_Total_CountTRUE.low","Agreement_Total_CountTRUE.high","n_species_voted_for","numusers","propusers","Pielou_users","UserVotes","VarCrowdNAnimals","MeanCrowdNAnimals","Pielou_Nanimals","maxprop_NAnimals","jday","dectime","TW_Changes_Hour"
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,196,5.333333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,196,5.35,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,0.888888889,0.503258335,0.888888889,196,5.35,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,9.363636364,1.818181818,0.546294702,0.818181818,196,5.366666667,0.012722646
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,202,11.51666667,0.043988271
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0.9,1.3,0.468995594,0.9,202,11.51666667,1.875001875
"ELKCL012","1","Low","UNKNOWN","FOXGRAY",0,1,"1",1,1,1,1,1,7,15,0.4,0.833372454,6,0.066666667,0.933333333,0.353359335,0.933333333,208,23.51666667,0.051766572
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,4,15,0.8,0.519460298,12,0.123809524,0.866666667,0.566509507,0.866666667,210,5.133333333,0.033764772
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,210,5.133333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,5,14,0.5,0.827409557,7,0.181318681,0.785714286,0.749595257,0.785714286,210,5.15,0.176991125
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,211,4.733333333,0.056022409
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,213,13,2.068964376
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,213,13.01666667,60.36969387
"ELKCL012","1","Low","BEAR","BEAR",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,213,16.33333333,1.740506357
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,7,1,0,7,0,2,0,1,218,18.38333333,0.215234075
"ELKCL012","1","Low","COYOTE","FOXGRAY",0,1,"1",1,1,1,1,1,3,13,0.615384615,0.842088782,8,0,1,0,1,218,23.46666667,0.221617536
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,222,21.45,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,222,21.45,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,222,21.46666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,3.944444444,1.777777778,0.622365973,0.777777778,223,0.183333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,223,0.2,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,11,0.727272727,0.69136983,8,0.163636364,0.818181818,0.684038436,0.818181818,223,0.216666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,223,0.216666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,223,0.233333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,5,14,0.642857143,0.700576755,9,0.066666667,1.066666667,0.371232327,0.928571429,223,0.233333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,15,1,0,15,0.066666667,0.933333333,0.353359335,0.933333333,223,0.25,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,0.888888889,0.503258335,0.888888889,223,0.266666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,223,0.266666667,59.99520038
"ELKCL012","1","Low","DEER","NOTHINGHERE",0,1,"1",1,1,1,1,1,5,15,0.333333333,0.925633917,5,0.238095238,0.666666667,0.918295834,0.666666667,223,0.283333333,119.9990406
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,12,0.666666667,0.918295834,8,0.242424242,0.666666667,0.918295834,0.666666667,223,0.3,60.01527754
"ELKCL012","1","Low","COYOTE","COYOTE",1,1,"1",1,1,1,1,1,3,10,0.6,0.817345422,6,0,1,0,1,226,17.91666667,0.775475697
"ELKCL012","1","Low","COYOTE","FOXGRAY",0,1,"1",1,1,1,1,1,3,15,0.533333333,0.883037441,8,0,1,0,1,226,21.06666667,0.340016709
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,228,17.4,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,16,1,0,16,0,1,0,1,228,17.4,0.022556391
"ELKCL012","1","Low","DEER","DEER",1,1,"1 and/or 0",0,1,0,0,1,2,16,0.5625,0.988699408,9,7.133333333,1.25,0.771782222,0.4375,228,17.41666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,229,5.05,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,15,0.8,0.721928095,12,0.20952381,1.066666667,0.571361948,0.8,230,11.15,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,4,11,0.636363636,0.745557425,7,0,1,0,1,232,1.883333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,232,1.883333333,0.025817556
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,13,0.538461538,0.995727452,7,0.269230769,0.538461538,0.995727452,0.538461538,232,1.883333333,59.99520038
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,5,15,0.733333333,0.590015719,11,0.066666667,0.933333333,0.353359335,0.933333333,232,2.366666667,2.265561439
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,13,0.923076923,0.391243564,12,0,1,0,1,232,10.51666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,12,0.833333333,0.515273445,10,0.083333333,0.916666667,0.41381685,0.916666667,232,10.51666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.125,1.125,0.543564443,0.875,232,10.53333333,0.030659172
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,235,5.216666667,0.076433119
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,14,0.857142857,0.463436782,12,0.071428571,0.928571429,0.371232327,0.928571429,235,5.233333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.125,1.125,0.543564443,0.875,235,5.233333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0,1,0,1,235,5.25,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,235,5.25,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.125,0.875,0.543564443,0.875,235,5.25,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,0.888888889,0.503258335,0.888888889,235,5.266666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,235,5.266666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0,1,0,1,235,5.266666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,235,5.283333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,235,5.283333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,235,5.3,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,235,5.3,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,15,0.866666667,0.566509507,13,0,1,0,1,235,5.3,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,235,5.316666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,13,1,0,13,1.17032967,1.357142857,0.487852771,0.846153846,235,5.316666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,235,5.333333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,16,1,0,16,1,1.25,0.337290067,0.9375,235,5.333333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,235,5.333333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0.111111111,1.111111111,0.503258335,0.888888889,235,5.35,20.00032
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,8,0.875,0.543564443,7,0,1,0,1,235,5.433333333,59.99520038
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,235,5.433333333,60.00384025
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,235,5.666666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,15,1,0,15,0.066666667,1.066666667,0.353359335,0.933333333,235,5.666666667,60.00384025
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,235,5.666666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,235,5.683333333,0.045801528
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,237,20.21666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,4,11,0.818181818,0.5901752,9,0.151515152,1.166666667,0.684038436,0.818181818,237,20.21666667,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,3,10,0.8,0.581671866,8,0.233333333,1.7,0.881290899,0.7,237,20.21666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0,1,0,1,237,20.23333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,10,1,0,10,0.233333333,1.7,0.881290899,0.7,237,20.23333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,12,0.75,0.656704548,9,0.083333333,1.083333333,0.41381685,0.916666667,237,20.25,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,6,1,0,6,0,1,0,1,237,20.25,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0.766666667,1.1,0.785475297,0.6,237,20.25,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,15,0.933333333,0.353359335,14,0,1,0,1,237,20.26666667,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,7,1,0,7,0.238095238,1.714285714,0.863120569,0.714285714,237,20.26666667,0
"ELKCL012","1","Low","DEER","DEER",1,3,"1 and/or 3",1,3,0,0,1,2,7,0.857142857,0.591672779,6,1,2,0.914100892,0.428571429,237,20.28333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,2,9,0.888888889,0.503258335,8,0,2,0,1,237,20.28333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,7,1,0,7,0,2,0,1,237,20.28333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,2,9,0.888888889,0.503258335,8,0,2,0,1,237,20.3,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,2,9,0.888888889,0.503258335,8,0,2,0,1,237,20.3,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,8,1,0,8,0.5,2.25,0.543564443,0.875,237,20.31666667,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,2,17,0.941176471,0.322756959,16,0,2,0,1,237,20.31666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,237,20.33333333,0.238095238
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,238,0.55,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,238,0.55,59.99520038
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,238,0.566666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,238,0.566666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,4,13,0.692307692,0.777783971,9,0.066666667,1.066666667,0.391243564,0.923076923,238,0.566666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,14,0.857142857,0.463436782,12,20.64285714,2.214285714,0.371232327,0.928571429,238,0.583333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,238,0.583333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,238,0.583333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,238,0.6,60.00384025
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,238,0.6,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0,1,0,1,238,0.633333333,60.00384025
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,238,0.633333333,59.99520038
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,12,0.916666667,0.41381685,11,0.083333333,0.916666667,0.41381685,0.916666667,238,0.633333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,2,12,0.916666667,0.41381685,11,0,2,0,1,239,18.21666667,0.026513477
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,8,0.875,0.579549638,7,0.111111111,0.888888889,0.503258335,1,240,19.91666667,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,3,12,0.75,0.656704548,9,0.696969697,2.166666667,0.808014151,0.583333333,240,19.93333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"1",1,1,0,0,0,1,10,1,0,10,0,1,0,1,240,19.93333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"1",1,1,0,0,0,1,7,1,0,7,0,1,0,1,240,19.93333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"1",1,1,0,0,0,2,10,0.9,0.468995594,9,0.322222222,1.1,0.729846699,0.7,240,19.95,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,240,19.96666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,3.272727273,1.545454545,0.439496987,0.909090909,244,6.333333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,3,13,0.846153846,0.487852771,11,0.358974359,1.769230769,0.487852771,0.846153846,244,6.333333333,0
"ELKCL012","1","Low","DEER","DEER",1,3,"3",3,3,1,1,1,1,7,1,0,7,1.410714286,2.375,0.669591946,0.857142857,244,6.35,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,7,1,0,7,0.142857143,1.857142857,0.591672779,0.857142857,244,6.35,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,8,1,0,8,0,2,0,1,244,6.366666667,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,10,1,0,10,1.6,2.4,0.468995594,0.9,244,6.366666667,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,2,10,0.9,0.468995594,9,0.233333333,1.7,0.881290899,0.7,244,6.366666667,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,2,14,0.928571429,0.371232327,13,0.123809524,1.866666667,0.591672779,0.857142857,244,6.383333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,1,10,1,0,10,0.222222222,2,0.581671866,0.8,244,6.383333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"1",1,1,0,0,0,1,7,1,0,7,0.238095238,1.285714286,0.863120569,0.714285714,244,6.4,0
"ELKCL012","1","Low","DEER","DEER",1,2,"1",1,1,0,0,0,2,10,0.9,0.468995594,9,0.488888889,1.4,0.729846699,0.7,244,6.4,0
"ELKCL012","1","Low","DEER","DEER",1,2,"1",1,1,0,0,0,1,10,1,0,10,7.733333333,2.2,0.817345422,0.6,244,6.4,0
"ELKCL012","1","Low","DEER","DEER",1,2,"1",1,1,0,0,0,1,8,1,0,8,0.5,1.25,0.543564443,0.875,244,6.416666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,244,6.416666667,59.99520038
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0.1,0.9,0.468995594,0.9,245,12.61666667,0.033130869
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,2.272727273,1.454545455,0.439496987,0.909090909,245,12.61666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,9,0.777777778,0.622365973,7,0,1,0,1,250,3.2,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,250,3.216666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,15,1,0,15,0.066666667,0.933333333,0.353359335,0.933333333,250,22.98333333,0.040513168
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,1,8,1,0,8,0,1,0,1,252,6.383333333,0.148883381
"ELKCL012","1","Low","ELK","ELK",1,2,"1",1,1,0,0,0,2,10,0.8,0.721928095,8,0.266666667,1.4,0.970950594,0.6,252,6.4,0
"ELKCL012","1","Low","ELK","ELK",1,2,"2",2,2,1,1,1,1,7,1,0,7,0,2,0,1,252,6.4,0
"ELKCL012","1","Low","ELK","ELK",1,2,"2",2,2,1,1,1,2,11,0.909090909,0.439496987,10,1.090909091,2.090909091,0.905618518,0.545454545,252,6.416666667,0
"ELKCL012","1","Low","ELK","DEER",0,1,"1",1,1,1,1,1,3,15,0.733333333,0.692193105,11,0.0625,0.9375,0.353359335,0.933333333,252,6.416666667,1.36363438
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,252,7.15,1.36363438
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,252,7.166666667,0
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,3,15,0.6,0.776649014,9,0,1,0,1,252,7.266666667,0
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,3,9,0.777777778,0.622365973,7,0.111111111,0.888888889,0.503258335,0.888888889,252,7.283333333,0
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,252,7.333333333,0
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,252,7.333333333,0
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,3,12,0.75,0.656704548,9,0.083333333,0.916666667,0.41381685,0.916666667,252,7.35,0
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0,1,0,1,252,8.416666667,0
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,2,9,0.888888889,0.503258335,8,0.25,1,0.622365973,0.777777778,252,8.65,64.28952025
"ELKCL012","1","Low","ELK","DEER",0,2,"2",2,2,1,1,1,3,14,0.5,0.899032733,7,0.666666667,1.333333333,0.918990046,0.571428571,252,8.666666667,60.00384025
"ELKCL012","1","Low","DEER","DEER",1,2,"1 and/or 2",1,2,0,0,1,1,8,1,0,8,0.285714286,1.5,1,0.5,252,8.683333333,20.00032
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,2,13,0.615384615,0.961236605,8,0,1,0,1,252,8.733333333,20.62531969
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,13,0.692307692,0.89049164,9,0.230769231,0.692307692,0.89049164,0.692307692,255,3.983333333,0.02514669
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,13,0.923076923,0.391243564,12,0.076923077,0.923076923,0.391243564,0.923076923,256,22.18333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,9,0.777777778,0.764204507,7,0,1,0,1,256,22.18333333,60.00384025
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,11,0.818181818,0.684038436,9,0.163636364,0.818181818,0.684038436,0.818181818,256,22.21666667,60.0881099
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,2,11,0.636363636,0.945660305,7,0,1,0,1,259,10.8,0.164069895
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,12,1,0,12,0.151515152,1.166666667,0.650022422,0.833333333,259,17.83333333,0.142180073
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,259,17.85,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,259,20.66666667,0.03113648
"ELKCL012","1","Low","TURKEY","TURKEY",1,3,"2 and/or 4",2,4,0,0,0,1,8,1,0,8,1.357142857,3.25,0.905639062,0.375,261,13.96666667,0
"ELKCL012","1","Low","TURKEY","TURKEY",1,1,"1",1,1,1,1,1,3,10,0.8,0.581671866,8,0.1,0.9,0.468995594,0.9,261,13.98333333,0.198675518
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,4,15,0.6,0.777304881,9,0,1,0,1,261,19.01666667,5.198695518
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,14,1,0,14,0,1,0,1,261,19.21666667,19.99936002
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,8,1,0,8,0.214285714,1.25,0.811278124,0.75,261,19.28333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,2,8,0.875,0.543564443,7,0.125,1.875,0.543564443,0.875,261,19.28333333,0
"ELKCL012","1","Low","DEER","DEER",1,2,"2",2,2,1,1,1,4,13,0.769230769,0.572555207,10,0.397435897,1.692307692,0.625418116,0.769230769,261,19.3,0.024479805
"ELKCL012","1","Low","COYOTE","FOXGRAY",0,1,"1",1,1,1,1,1,4,14,0.428571429,0.958773619,6,0.123809524,0.866666667,0.566509507,0.928571429,265,5.583333333,15.06574169
"ELKCL012","1","Low","COYOTE","COYOTE",1,1,"1",1,1,1,1,1,5,14,0.428571429,0.893294132,6,0.071428571,0.928571429,0.371232327,0.928571429,265,5.65,15.11593418
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,6,15,0.533333333,0.789266354,8,0.123809524,0.866666667,0.566509507,0.866666667,268,18.9,0.064907407
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,15,1,0,15,0,1,0,1,275,22.88333333,60.00384025
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,275,22.88333333,59.99520038
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,2,10,0.9,0.468995594,9,0.1,0.9,0.468995594,0.9,275,22.91666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,15,1,0,15,1.780952381,1.266666667,0.441551671,0.866666667,275,22.93333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,11,1,0,11,0.363636364,1.181818182,0.439496987,0.909090909,275,22.93333333,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0.4,1.2,0.468995594,0.9,275,22.95,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,13,0.846153846,0.487852771,11,0.076923077,0.923076923,0.391243564,0.923076923,275,22.95,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,10,1,0,10,0,1,0,1,275,23.01666667,14.99988
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,6,15,0.333333333,0.902494548,5,0.20952381,0.733333333,0.836640742,0.733333333,279,5.216666667,0.705882087
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,3,11,0.636363636,0.782775953,7,0.218181818,0.727272727,0.845350937,0.727272727,279,5.216666667,0
"ELKCL012","1","Low","DEER","DEER",1,1,"1",1,1,1,1,1,1,7,1,0,7,0,1,0,1,279,18.65,0.140310925
"ELKCL012","1","Low","UNKNOWN","NOTHINGHERE",0,0,"0",0,0,1,1,1,4,15,0.466666667,0.844741134,7,0.266666667,0.466666667,0.996791632,0.533333333,281,1.333333333,30.0345111
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,2,13,0.769230769,0.779349837,10,0.076923077,1.076923077,0.391243564,0.923076923,285,12.98333333,0.009292241
"ELKCL012","1","Low","ELK","ELK",1,1,"1",1,1,1,1,1,1,9,1,0,9,0,1,0,1,285,13.73333333,0.3260869
